,_c0,status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk,cluster
333,334,... >= 200 DM / salary for at least 1 year,22,no credits taken/all credits paid back duly,others,1283,... >= 1000 DM,4 <= ... < 7 yrs,< 20,female : non-single or male : single,none,>= 7 yrs,car or other,25,none,for free,1,skilled employee/official,0 to 2,no,no,good,2
334,335,... >= 200 DM / salary for at least 1 year,24,existing credits paid back duly till now,others,717,... >= 1000 DM,>= 7 yrs,< 20,female : single,none,>= 7 yrs,building soc. savings agr./life insurance,54,none,rent,2-3,skilled employee/official,0 to 2,yes (under customer name),no,good,0
335,336,no checking account,24,no credits taken/all credits paid back duly,car (used),1747,unknown/no savings account,< 1 yr,< 20,male : married/widowed,co-applicant,< 1 yr,car or other,24,none,rent,1,unskilled - resident,0 to 2,no,yes,good,2
336,337,no checking account,9,all credits at this bank paid back duly,domestic appliances,1288,... <  100 DM,>= 7 yrs,20 <= ... < 25,male : married/widowed,guarantor,>= 7 yrs,unknown / no property,48,none,rent,2-3,skilled employee/official,3 or more,no,yes,good,0
337,338,no checking account,10,all credits at this bank paid back duly,others,1038,unknown/no savings account,4 <= ... < 7 yrs,< 20,male : married/widowed,co-applicant,4 <= ... < 7 yrs,car or other,49,none,rent,2-3,skilled employee/official,0 to 2,yes (under customer name),no,good,0
338,339,... >= 200 DM / salary for at least 1 year,10,no credits taken/all credits paid back duly,car (new),2848,... <  100 DM,1 <= ... < 4 yrs,>= 35,male : married/widowed,co-applicant,1 <= ... < 4 yrs,unknown / no property,32,none,rent,1,skilled employee/official,3 or more,no,no,good,2
339,340,... >= 200 DM / salary for at least 1 year,12,no credits taken/all credits paid back duly,car (new),1413,500 <= ... < 1000 DM,4 <= ... < 7 yrs,20 <= ... < 25,male : married/widowed,none,1 <= ... < 4 yrs,car or other,55,none,rent,1,skilled employee/official,0 to 2,no,yes,good,0
340,341,... >= 200 DM / salary for at least 1 year,30,all credits at this bank paid back duly,furniture/equipment,3077,... >= 1000 DM,>= 7 yrs,20 <= ... < 25,male : married/widowed,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,40,none,rent,2-3,skilled employee/official,3 or more,yes (under customer name),no,good,1
341,342,no checking account,24,critical account/other credits elsewhere,car (new),3632,unknown/no savings account,1 <= ... < 4 yrs,>= 35,female : non-single or male : single,guarantor,>= 7 yrs,building soc. savings agr./life insurance,22,bank,for free,1,skilled employee/official,0 to 2,no,yes,good,1
342,343,... >= 200 DM / salary for at least 1 year,18,all credits at this bank paid back duly,car (new),3229,... >= 1000 DM,unemployed,25 <= ... < 35,male : married/widowed,none,>= 7 yrs,real estate,38,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,good,1
343,344,... >= 200 DM / salary for at least 1 year,9,no credits taken/all credits paid back duly,others,3577,... <  100 DM,1 <= ... < 4 yrs,>= 35,male : married/widowed,guarantor,1 <= ... < 4 yrs,unknown / no property,26,none,for free,1,skilled employee/official,3 or more,no,yes,good,2
344,345,... >= 200 DM / salary for at least 1 year,12,all credits at this bank paid back duly,others,682,... <  100 DM,4 <= ... < 7 yrs,< 20,female : non-single or male : single,none,4 <= ... < 7 yrs,building soc. savings agr./life insurance,51,none,rent,2-3,skilled employee/official,0 to 2,yes (under customer name),no,good,0
345,346,... >= 200 DM / salary for at least 1 year,10,no credits taken/all credits paid back duly,furniture/equipment,1924,unknown/no savings account,1 <= ... < 4 yrs,>= 35,male : married/widowed,none,>= 7 yrs,car or other,38,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),yes,good,0
346,347,... >= 200 DM / salary for at least 1 year,10,no credits taken/all credits paid back duly,repairs,727,100 <= ... <  500 DM,>= 7 yrs,< 20,male : married/widowed,none,>= 7 yrs,real estate,46,none,own,1,skilled employee/official,0 to 2,yes (under customer name),no,good,0
347,348,0<= ... < 200 DM,10,all credits at this bank paid back duly,others,781,unknown/no savings account,>= 7 yrs,< 20,male : married/widowed,none,>= 7 yrs,real estate,63,none,own,2-3,skilled employee/official,0 to 2,yes (under customer name),no,good,0
348,349,no checking account,12,all credits at this bank paid back duly,others,2121,unknown/no savings account,1 <= ... < 4 yrs,< 20,male : married/widowed,none,1 <= ... < 4 yrs,car or other,30,none,rent,2-3,skilled employee/official,0 to 2,no,no,good,2
349,350,... >= 200 DM / salary for at least 1 year,12,all credits at this bank paid back duly,repairs,701,unknown/no savings account,1 <= ... < 4 yrs,< 20,male : married/widowed,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,32,none,rent,2-3,skilled employee/official,0 to 2,no,no,good,2
350,351,... >= 200 DM / salary for at least 1 year,10,all credits at this bank paid back duly,car (used),2069,... >= 1000 DM,1 <= ... < 4 yrs,25 <= ... < 35,female : single,none,< 1 yr,building soc. savings agr./life insurance,26,none,rent,2-3,skilled employee/official,0 to 2,no,yes,good,2
351,352,... >= 200 DM / salary for at least 1 year,24,no credits taken/all credits paid back duly,others,1525,500 <= ... < 1000 DM,4 <= ... < 7 yrs,< 20,female : non-single or male : single,none,4 <= ... < 7 yrs,building soc. savings agr./life insurance,34,none,rent,1,skilled employee/official,3 or more,yes (under customer name),no,good,2
352,353,... >= 200 DM / salary for at least 1 year,48,all credits at this bank paid back duly,retraining,7629,... >= 1000 DM,>= 7 yrs,< 20,male : divorced/separated,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,46,bank,rent,2-3,manager/self-empl./highly qualif. employee,3 or more,no,no,good,1
353,354,no checking account,12,all credits at this bank paid back duly,others,3499,unknown/no savings account,1 <= ... < 4 yrs,20 <= ... < 25,female : non-single or male : single,co-applicant,1 <= ... < 4 yrs,unknown / no property,29,none,rent,2-3,skilled employee/official,0 to 2,no,no,bad,2
354,355,... >= 200 DM / salary for at least 1 year,6,no credits taken/all credits paid back duly,furniture/equipment,1346,... <  100 DM,>= 7 yrs,25 <= ... < 35,male : married/widowed,none,>= 7 yrs,real estate,42,bank,own,1,skilled employee/official,3 or more,yes (under customer name),no,good,0
355,356,... >= 200 DM / salary for at least 1 year,36,all credits at this bank paid back duly,car (new),10477,... >= 1000 DM,>= 7 yrs,25 <= ... < 35,male : married/widowed,none,>= 7 yrs,real estate,42,none,own,2-3,skilled employee/official,0 to 2,no,no,good,1
356,357,no checking account,24,no credits taken/all credits paid back duly,car (new),2924,unknown/no savings account,1 <= ... < 4 yrs,20 <= ... < 25,male : married/widowed,guarantor,>= 7 yrs,real estate,63,bank,rent,1,skilled employee/official,3 or more,yes (under customer name),no,good,0
357,358,... >= 200 DM / salary for at least 1 year,10,all credits at this bank paid back duly,others,1231,unknown/no savings account,>= 7 yrs,20 <= ... < 25,male : married/widowed,none,>= 7 yrs,unknown / no property,32,none,rent,2-3,unskilled - resident,3 or more,no,yes,good,2
358,359,0<= ... < 200 DM,18,no credits taken/all credits paid back duly,others,1961,unknown/no savings account,>= 7 yrs,20 <= ... < 25,female : non-single or male : single,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,23,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,no,no,good,2
359,360,... >= 200 DM / salary for at least 1 year,15,all credits at this bank paid back duly,others,5045,... >= 1000 DM,>= 7 yrs,>= 35,female : non-single or male : single,none,>= 7 yrs,building soc. savings agr./life insurance,59,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,good,0
360,361,... >= 200 DM / salary for at least 1 year,12,all credits at this bank paid back duly,others,1255,unknown/no savings account,>= 7 yrs,< 20,male : married/widowed,none,>= 7 yrs,unknown / no property,61,none,rent,2-3,unskilled - resident,0 to 2,no,no,good,0
361,362,no checking account,12,no credits taken/all credits paid back duly,car (used),1858,unknown/no savings account,< 1 yr,< 20,female : non-single or male : single,none,< 1 yr,building soc. savings agr./life insurance,22,none,for free,1,skilled employee/official,0 to 2,no,no,good,2
362,363,... >= 200 DM / salary for at least 1 year,6,all credits at this bank paid back duly,car (used),1221,... >= 1000 DM,1 <= ... < 4 yrs,>= 35,female : single,none,1 <= ... < 4 yrs,car or other,27,none,rent,2-3,skilled employee/official,0 to 2,no,no,good,2
363,364,... >= 200 DM / salary for at least 1 year,9,no credits taken/all credits paid back duly,car (used),1388,unknown/no savings account,1 <= ... < 4 yrs,< 20,female : non-single or male : single,none,1 <= ... < 4 yrs,unknown / no property,26,none,for free,1,skilled employee/official,0 to 2,no,no,good,2
364,365,... >= 200 DM / salary for at least 1 year,12,no credits taken/all credits paid back duly,furniture/equipment,2279,... >= 1000 DM,1 <= ... < 4 yrs,< 20,male : married/widowed,none,>= 7 yrs,real estate,37,none,own,1,skilled employee/official,0 to 2,yes (under customer name),no,good,0
365,366,... >= 200 DM / salary for at least 1 year,12,delay in paying off in the past,car (used),2759,unknown/no savings account,>= 7 yrs,25 <= ... < 35,male : married/widowed,none,>= 7 yrs,car or other,34,none,rent,2-3,skilled employee/official,0 to 2,no,no,good,2
366,367,0<= ... < 200 DM,24,no credits taken/all credits paid back duly,furniture/equipment,1258,100 <= ... <  500 DM,1 <= ... < 4 yrs,20 <= ... < 25,female : non-single or male : single,none,4 <= ... < 7 yrs,building soc. savings agr./life insurance,57,none,rent,1,unskilled - resident,0 to 2,no,no,good,0
367,368,... < 0 DM,12,delay in paying off in the past,vacation,1410,unknown/no savings account,1 <= ... < 4 yrs,25 <= ... < 35,male : married/widowed,none,1 <= ... < 4 yrs,unknown / no property,31,none,rent,1,unskilled - resident,0 to 2,yes (under customer name),no,good,2
368,369,no checking account,15,no credits taken/all credits paid back duly,others,1403,unknown/no savings account,1 <= ... < 4 yrs,25 <= ... < 35,female : non-single or male : single,none,>= 7 yrs,building soc. savings agr./life insurance,28,none,for free,1,skilled employee/official,0 to 2,no,no,good,2
369,370,no checking account,24,no credits taken/all credits paid back duly,car (used),3021,unknown/no savings account,1 <= ... < 4 yrs,25 <= ... < 35,male : divorced/separated,none,1 <= ... < 4 yrs,unknown / no property,24,none,for free,1,unskilled - resident,0 to 2,no,no,good,1
370,371,no checking account,24,no credits taken/all credits paid back duly,retraining,6568,unknown/no savings account,1 <= ... < 4 yrs,25 <= ... < 35,female : single,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,21,stores,rent,1,unskilled - resident,0 to 2,no,no,good,1
371,372,... >= 200 DM / salary for at least 1 year,24,all credits at this bank paid back duly,furniture/equipment,2578,500 <= ... < 1000 DM,>= 7 yrs,25 <= ... < 35,male : married/widowed,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,34,none,rent,1,skilled employee/official,0 to 2,no,no,good,1
372,373,... < 0 DM,24,all credits at this bank paid back duly,car (new),7758,500 <= ... < 1000 DM,>= 7 yrs,25 <= ... < 35,female : non-single or male : single,none,>= 7 yrs,real estate,29,none,for free,1,skilled employee/official,0 to 2,no,no,good,1
373,374,no checking account,6,no credits taken/all credits paid back duly,radio/television,343,unknown/no savings account,< 1 yr,< 20,female : non-single or male : single,none,< 1 yr,unknown / no property,27,none,rent,1,skilled employee/official,0 to 2,no,no,good,2
374,375,... >= 200 DM / salary for at least 1 year,21,existing credits paid back duly till now,car (used),1591,... <  100 DM,4 <= ... < 7 yrs,< 20,male : married/widowed,none,4 <= ... < 7 yrs,unknown / no property,34,none,rent,2-3,manager/self-empl./highly qualif. employee,0 to 2,no,no,good,2
375,376,no checking account,27,no credits taken/all credits paid back duly,furniture/equipment,3416,unknown/no savings account,1 <= ... < 4 yrs,20 <= ... < 25,male : married/widowed,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,27,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,no,no,good,1
376,377,no checking account,12,delay in paying off in the past,domestic appliances,1108,unknown/no savings account,4 <= ... < 7 yrs,< 20,male : married/widowed,none,4 <= ... < 7 yrs,unknown / no property,28,none,rent,2-3,skilled employee/official,0 to 2,no,no,bad,2
377,378,... < 0 DM,27,existing credits paid back duly till now,car (new),5965,unknown/no savings account,>= 7 yrs,>= 35,male : married/widowed,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,30,none,rent,2-3,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,good,1
378,379,... < 0 DM,15,no credits taken/all credits paid back duly,domestic appliances,1514,... <  100 DM,1 <= ... < 4 yrs,< 20,male : married/widowed,guarantor,1 <= ... < 4 yrs,unknown / no property,22,none,rent,1,skilled employee/official,0 to 2,no,no,good,2
379,380,... >= 200 DM / salary for at least 1 year,30,all credits at this bank paid back duly,furniture/equipment,6742,... >= 1000 DM,4 <= ... < 7 yrs,25 <= ... < 35,male : married/widowed,none,4 <= ... < 7 yrs,car or other,36,none,rent,2-3,skilled employee/official,0 to 2,no,no,good,1
380,381,no checking account,18,no credits taken/all credits paid back duly,car (used),3650,unknown/no savings account,< 1 yr,>= 35,female : non-single or male : single,none,>= 7 yrs,building soc. savings agr./life insurance,22,none,for free,1,skilled employee/official,0 to 2,no,no,good,2
381,382,no checking account,21,no credits taken/all credits paid back duly,car (used),3599,unknown/no savings account,4 <= ... < 7 yrs,>= 35,female : non-single or male : single,none,>= 7 yrs,building soc. savings agr./life insurance,26,none,for free,1,unskilled - resident,0 to 2,no,no,good,1
382,383,... >= 200 DM / salary for at least 1 year,60,all credits at this bank paid back duly,others,13756,... >= 1000 DM,>= 7 yrs,25 <= ... < 35,male : married/widowed,none,>= 7 yrs,real estate,63,bank,own,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,good,1
383,384,... < 0 DM,9,no credits taken/all credits paid back duly,others,276,unknown/no savings account,1 <= ... < 4 yrs,< 20,female : single,none,>= 7 yrs,unknown / no property,22,none,for free,1,unskilled - resident,0 to 2,no,no,good,2
384,385,... >= 200 DM / salary for at least 1 year,42,all credits at this bank paid back duly,car (used),4041,100 <= ... <  500 DM,1 <= ... < 4 yrs,< 20,male : married/widowed,none,>= 7 yrs,unknown / no property,36,none,rent,2-3,skilled employee/official,0 to 2,yes (under customer name),no,good,1
385,386,... < 0 DM,9,no credits taken/all credits paid back duly,furniture/equipment,458,unknown/no savings account,1 <= ... < 4 yrs,< 20,male : married/widowed,none,4 <= ... < 7 yrs,unknown / no property,24,none,rent,1,skilled employee/official,0 to 2,no,no,good,2
386,387,... < 0 DM,9,no credits taken/all credits paid back duly,car (used),918,unknown/no savings account,1 <= ... < 4 yrs,< 20,female : non-single or male : single,none,< 1 yr,car or other,30,none,rent,1,skilled employee/official,0 to 2,no,no,bad,2
